Sentence,Original_Entity,Predicted_Entity
He said Israel 's restraint in the face of rocket attacks up to now should not be interpreted as a weakness .,"['Israel', (43328, 43328), 'LOC']","['Israel', 8, 'GPE']"
"Under Iraq 's constitution , the new parliament should convene within the next two weeks .","['Iraq', (50683, 50683), 'LOC']","['Iraq', 6, 'GPE']"
"The protesters , who rallied late Thursday , also voiced support for a letter signed by dozens of Israeli rabbis this month that would forbid the rental of homes to non-Jews .","['Israeli', (171782, 171782), 'GPE']","['Israeli', 98, 'NORP']"
France says it will conduct a fourth search for additional wreckage of an Air France jet that crashed into the Atlantic last year with 228 people on board .,"['France', (96284, 96284), 'LOC']","['France', 0, 'GPE']"
"Mr. Peres said one of the topics he discussed was a possible handover of businesses held by Jewish settlers in Gaza to Palestinians , when Israel pulls out of the territory .","['Gaza', (148673, 148673), 'LOC']","['Gaza', 111, 'GPE']"
"Mr. Peres said one of the topics he discussed was a possible handover of businesses held by Jewish settlers in Gaza to Palestinians , when Israel pulls out of the territory .","['Palestinians', (148675, 148675), 'GPE']","['Palestinians', 119, 'NORP']"
"Mr. Peres said one of the topics he discussed was a possible handover of businesses held by Jewish settlers in Gaza to Palestinians , when Israel pulls out of the territory .","['Israel', (148678, 148678), 'LOC']","['Israel', 139, 'GPE']"
"The Agriculture Ministry says the virus was detected in Ukraine 's Crimea peninsula , but it is not known yet if the virus is the strain that is dangerous to humans .","['Ukraine', (94263, 94263), 'LOC']","['Ukraine', 56, 'GPE']"
"Friday , spokesman Ron Redmond said agency is "" extremely concerned "" about what he called the continued deterioration in Darfur 's security situation .","['Darfur', (11594, 11594), 'LOC']","['Darfur', 122, 'GPE']"
The report says America lacks the intelligence on Tehran 's arms to allow firm judgments about its weapons programs .,"['America', (27346, 27346), 'ORG']","['America', 16, 'GPE']"
The report says America lacks the intelligence on Tehran 's arms to allow firm judgments about its weapons programs .,"['Tehran', (27351, 27351), 'LOC']","['Tehran', 50, 'GPE']"
"The 12-year trial of Colonel Mengistu ended Tuesday in Addis Ababa , when a three-judge panel found him guilty of genocide and other charges .","['Addis Ababa', (67364, 67365), 'LOC']","['Addis Ababa', 55, 'GPE']"
Witnesses say a top Palestinian bombmaker for the militant Islamic Jihad group was killed late Sunday in an Israeli missile strike in Gaza City .,"['Palestinian', (187685, 187685), 'GPE']","['Palestinian', 20, 'NORP']"
Witnesses say a top Palestinian bombmaker for the militant Islamic Jihad group was killed late Sunday in an Israeli missile strike in Gaza City .,"['Islamic Jihad', (187690, 187691), 'LOC']","['Islamic Jihad', 59, 'ORG']"
Witnesses say a top Palestinian bombmaker for the militant Islamic Jihad group was killed late Sunday in an Israeli missile strike in Gaza City .,"['Israeli', (187699, 187699), 'GPE']","['Israeli', 108, 'NORP']"
Witnesses say a top Palestinian bombmaker for the militant Islamic Jihad group was killed late Sunday in an Israeli missile strike in Gaza City .,"['Gaza City', (187703, 187704), 'LOC']","['Gaza City', 134, 'GPE']"
"Authorities say an adviser to the Afghan Ministry of Rural Development , Akhtar Kohistani , was abducted from his in-laws ' house or wife 's relatives ' house in Chitral , Pakistan , late Sunday .","['Chitral', (184442, 184442), 'LOC']","['Chitral', 162, 'GPE']"
"Authorities say an adviser to the Afghan Ministry of Rural Development , Akhtar Kohistani , was abducted from his in-laws ' house or wife 's relatives ' house in Chitral , Pakistan , late Sunday .","['Pakistan', (184444, 184444), 'LOC']","['Pakistan', 172, 'GPE']"
"Russia 's ambassador to the United States , Yuri Ushakov , says the two nations must make concerted efforts in the nuclear field , and also share goals in the energy sphere .","['Russia', (162243, 162243), 'LOC']","['Russia', 0, 'GPE']"
Six Russian crew members and two Afghan staff were also on board .,"['Russian', (44242, 44242), 'GPE']","['Russian', 4, 'NORP']"
Six Russian crew members and two Afghan staff were also on board .,"['Afghan', (44247, 44247), 'GPE']","['Afghan', 33, 'NORP']"
"The death toll climbed Monday as Guatemalans held a national day of mourning to remember the dead , and President Alvaro Colom declared the situation a "" national tragedy . ""","['Guatemalans', (161652, 161652), 'GPE']","['Guatemalans', 33, 'NORP']"
Norway is a major exporter of oil and natural gas .,"['Norway', (160247, 160247), 'ORG']","['Norway', 0, 'GPE']"
Iraqi officials say it will take several days to repair the damage and get oil flowing again .,"['Iraqi', (179075, 179075), 'GPE']","['Iraqi', 0, 'NORP']"
"Approximately two-thousand troops from Burundi and Uganda make up the AU peacekeeping mission , known as AMISOM .","['Burundi', (163210, 163210), 'LOC']","['Burundi', 39, 'GPE']"
"Approximately two-thousand troops from Burundi and Uganda make up the AU peacekeeping mission , known as AMISOM .","['Uganda', (163212, 163212), 'LOC']","['Uganda', 51, 'GPE']"
"Noting that two Filipinos were recently wounded during attacks on U.S. military bases in Iraq , a presidential spokesman said Tuesday that Manila has no plans to lift its ban on allowing Philippine workers into Iraq until there is peace and stability .","['Filipinos', (157955, 157955), 'GPE']","['Filipinos', 16, 'NORP']"
"Noting that two Filipinos were recently wounded during attacks on U.S. military bases in Iraq , a presidential spokesman said Tuesday that Manila has no plans to lift its ban on allowing Philippine workers into Iraq until there is peace and stability .","['U.S.', (157962, 157962), 'LOC']","['U.S.', 66, 'GPE']"
"Noting that two Filipinos were recently wounded during attacks on U.S. military bases in Iraq , a presidential spokesman said Tuesday that Manila has no plans to lift its ban on allowing Philippine workers into Iraq until there is peace and stability .","['Iraq', (157966, 157966), 'LOC']","['Iraq', 89, 'GPE']"
"Noting that two Filipinos were recently wounded during attacks on U.S. military bases in Iraq , a presidential spokesman said Tuesday that Manila has no plans to lift its ban on allowing Philippine workers into Iraq until there is peace and stability .","['Manila', (157974, 157974), 'LOC']","['Manila', 139, 'GPE']"
"Noting that two Filipinos were recently wounded during attacks on U.S. military bases in Iraq , a presidential spokesman said Tuesday that Manila has no plans to lift its ban on allowing Philippine workers into Iraq until there is peace and stability .","['Philippine', (157984, 157984), 'ORG']","['Philippine', 187, 'NORP']"
"Noting that two Filipinos were recently wounded during attacks on U.S. military bases in Iraq , a presidential spokesman said Tuesday that Manila has no plans to lift its ban on allowing Philippine workers into Iraq until there is peace and stability .","['Iraq', (157987, 157987), 'LOC']","['Iraq', 89, 'GPE']"
A laboratory in Hong Kong has confirmed it was the deadly H5N1 strain of bird flu that killed two Indonesian children from the same family this month .,"['Hong Kong', (31190, 31191), 'LOC']","['Hong Kong', 16, 'GPE']"
A laboratory in Hong Kong has confirmed it was the deadly H5N1 strain of bird flu that killed two Indonesian children from the same family this month .,"['Indonesian', (31206, 31206), 'GPE']","['Indonesian', 98, 'NORP']"
"Authorities in Hong Kong have been worried about a repeat of the violence , which marred previous trade meetings in Cancun and Seattle .","['Hong Kong', (88004, 88005), 'LOC']","['Hong Kong', 15, 'GPE']"
"Authorities in Hong Kong have been worried about a repeat of the violence , which marred previous trade meetings in Cancun and Seattle .","['Cancun', (88022, 88022), 'LOC']","['Cancun', 116, 'GPE']"
"Authorities in Hong Kong have been worried about a repeat of the violence , which marred previous trade meetings in Cancun and Seattle .","['Seattle', (88024, 88024), 'LOC']","['Seattle', 127, 'GPE']"
"Hurricane Katrina slammed into southeast Florida Thursday , leaving at least seven people dead .","['Hurricane Katrina', (23054, 23055), 'nat']","['Hurricane Katrina', 0, 'EVENT']"
"Hurricane Katrina slammed into southeast Florida Thursday , leaving at least seven people dead .","['Florida', (23059, 23059), 'LOC']","['Florida', 41, 'GPE']"
U.S. Senator John McCain has told Chinese officials they need to take a strong stand on North Korea in response to its rocket launch on Sunday .,"['U.S.', (159838, 159838), 'ORG']","['U.S.', 0, 'GPE']"
U.S. Senator John McCain has told Chinese officials they need to take a strong stand on North Korea in response to its rocket launch on Sunday .,"['John McCain', (159840, 159841), 'ORG']","['John McCain', 13, 'PERSON']"
U.S. Senator John McCain has told Chinese officials they need to take a strong stand on North Korea in response to its rocket launch on Sunday .,"['Chinese', (159844, 159844), 'GPE']","['Chinese', 34, 'NORP']"
U.S. Senator John McCain has told Chinese officials they need to take a strong stand on North Korea in response to its rocket launch on Sunday .,"['North Korea', (159854, 159855), 'LOC']","['North Korea', 88, 'GPE']"
"Military spokesman , Major Sheldon Smith says the gunman wounded two other American soldiers in the shooting Sunday .","['American', (171242, 171242), 'GPE']","['American', 75, 'NORP']"
Thursday 's moves came as a United Nations team arrived in Lebanon to prepare for an international probe of the assassination of former Prime Minister Rafik Hariri .,"['Lebanon', (128079, 128079), 'LOC']","['Lebanon', 59, 'GPE']"
"The main backer of the amendment , Democratic Party representative Anthony Weiner from New York State , says cutting off aid sends "" a clear message to the Saudi Arabian government that they must be a TRUE ally in advancing peace in the Middle East . ""","['New York State', (168773, 168775), 'LOC']","['New York State', 87, 'GPE']"
"The main backer of the amendment , Democratic Party representative Anthony Weiner from New York State , says cutting off aid sends "" a clear message to the Saudi Arabian government that they must be a TRUE ally in advancing peace in the Middle East . ""","['Saudi Arabian', (168788, 168789), 'LOC']","['Saudi Arabian', 156, 'NORP']"
A landmine blast in southern Afghanistan has killed nine Afghan soldiers .,"['Afghanistan', (11047, 11047), 'LOC']","['Afghanistan', 29, 'GPE']"
A landmine blast in southern Afghanistan has killed nine Afghan soldiers .,"['Afghan', (11051, 11051), 'GPE']","['Afghan', 57, 'NORP']"
Inflation in India has been nearing double digits in recent months .,"['India', (115709, 115709), 'LOC']","['India', 13, 'GPE']"
"Wal-Mart , the world 's biggest retailer , has won another round in its struggle to keep its U.S. workforce from joining labor unions .","['U.S.', (192465, 192465), 'LOC']","['U.S.', 93, 'GPE']"
"Following a November U.S.-led offensive against insurgents in Fallujah , many fighters fled to Mosul .","['Fallujah', (184772, 184772), 'LOC']","['Fallujah', 62, 'GPE']"
"Following a November U.S.-led offensive against insurgents in Fallujah , many fighters fled to Mosul .","['Mosul', (184778, 184778), 'LOC']","['Mosul', 95, 'GPE']"
World oil prices rose Wednesday after Iran test-fired some missiles .,"['Iran', (49460, 49460), 'LOC']","['Iran', 38, 'GPE']"
"More than 2,300 people have died across China in weeks of flooding and mudslides triggered by torrential rains .","['China', (44510, 44510), 'LOC']","['China', 40, 'GPE']"
"The economic deal removes trade barriers between the United States and Costa Rica , El Salvador , Guatemala , Honduras , Nicaragua and the Dominican Republic .","['Costa Rica', (80390, 80391), 'LOC']","['Costa Rica', 71, 'GPE']"
"The economic deal removes trade barriers between the United States and Costa Rica , El Salvador , Guatemala , Honduras , Nicaragua and the Dominican Republic .","['El Salvador', (80393, 80394), 'PERSON']","['El Salvador', 84, 'GPE']"
"The economic deal removes trade barriers between the United States and Costa Rica , El Salvador , Guatemala , Honduras , Nicaragua and the Dominican Republic .","['Guatemala', (80396, 80396), 'LOC']","['Guatemala', 98, 'GPE']"
